Call_Id,Agent,Topic,Resolved,Speed_of_answer_in_seconds,Satisfaction_rating,Datetime,Answered,TalkDurationSeconds
ID1223,Greg,Streaming,1,72.0,5.0,2021-01-22 16:56:38,1,249.0
ID1224,Joe,Technical Support,0,82.0,1.0,2021-01-22 16:56:38,1,302.0
ID1225,Greg,Admin Support,0,,,2021-01-22 17:25:26,0,
ID1226,Greg,Payment related,1,115.0,5.0,2021-01-22 17:25:26,1,252.0
ID1227,Diane,Streaming,1,64.0,3.0,2021-01-22 17:38:24,1,102.0
ID1228,Martha,Technical Support,0,,,2021-01-22 17:38:24,0,
ID1229,Jim,Payment related,1,71.0,2.0,2021-01-22 17:47:02,1,241.0
ID1230,Becky,Streaming,0,50.0,3.0,2021-01-22 17:47:02,1,308.0
ID1231,Greg,Streaming,1,116.0,2.0,2021-01-23 09:31:41,1,73.0
ID1232,Martha,Admin Support,1,52.0,5.0,2021-01-23 09:31:41,1,87.0
ID1233,Greg,Technical Support,1,112.0,5.0,2021-01-23 09:40:19,1,217.0
ID1234,Stewart,Admin Support,1,116.0,3.0,2021-01-23 09:40:19,1,162.0
ID1235,Becky,Payment related,0,112.0,2.0,2021-01-23 09:51:50,1,378.0
ID1236,Dan,Streaming,1,53.0,4.0,2021-01-23 09:51:50,1,346.0
ID1237,Diane,Admin Support,1,12.0,3.0,2021-01-23 09:57:36,1,331.0
ID1238,Joe,Technical Support,0,120.0,4.0,2021-01-23 09:57:36,1,54.0
ID1239,Diane,Admin Support,0,,,2021-01-23 10:49:26,0,
ID1240,Dan,Technical Support,1,118.0,4.0,2021-01-23 10:49:26,1,169.0
ID1241,Jim,Contract related,1,121.0,2.0,2021-01-23 11:00:58,1,169.0
ID1242,Martha,Streaming,1,83.0,5.0,2021-01-23 11:00:58,1,408.0
ID1243,Joe,Streaming,1,84.0,5.0,2021-01-23 11:18:14,1,81.0
ID1244,Becky,Payment related,0,63.0,4.0,2021-01-23 11:18:14,1,300.0
ID1245,Jim,Technical Support,1,33.0,3.0,2021-01-23 11:29:46,1,209.0
ID1246,Dan,Contract related,0,,,2021-01-23 11:29:46,0,
ID1247,Greg,Admin Support,0,10.0,5.0,2021-01-23 11:32:38,1,61.0
ID1248,Joe,Admin Support,1,100.0,5.0,2021-01-23 11:32:38,1,42.0
ID1249,Diane,Contract related,1,110.0,5.0,2021-01-23 11:35:31,1,303.0
ID1250,Stewart,Payment related,1,28.0,2.0,2021-01-23 11:35:31,1,316.0
ID1251,Joe,Admin Support,1,74.0,3.0,2021-01-23 11:36:58,1,75.0
ID1252,Jim,Admin Support,1,18.0,3.0,2021-01-23 11:36:58,1,81.0
ID1253,Becky,Streaming,1,22.0,3.0,2021-01-23 11:44:10,1,372.0
ID1254,Diane,Streaming,0,,,2021-01-23 11:44:10,0,
ID1255,Martha,Contract related,1,15.0,3.0,2021-01-23 11:55:41,1,217.0
ID1256,Martha,Admin Support,1,120.0,2.0,2021-01-23 11:55:41,1,252.0
ID1257,Martha,Contract related,1,26.0,3.0,2021-01-23 12:14:24,1,227.0
ID1258,Diane,Payment related,1,33.0,5.0,2021-01-23 12:14:24,1,104.0
ID1259,Dan,Streaming,1,18.0,4.0,2021-01-23 12:43:12,1,74.0
ID1260,Greg,Payment related,1,29.0,5.0,2021-01-23 12:43:12,1,355.0
ID1261,Greg,Payment related,1,89.0,2.0,2021-01-23 12:54:43,1,94.0
ID1262,Martha,Technical Support,0,,,2021-01-23 12:54:43,0,
ID1263,Diane,Admin Support,1,44.0,5.0,2021-01-23 13:33:36,1,192.0
ID1264,Diane,Contract related,0,62.0,4.0,2021-01-23 13:33:36,1,213.0
ID1265,Dan,Admin Support,1,29.0,5.0,2021-01-23 13:37:55,1,110.0
ID1266,Joe,Admin Support,1,10.0,5.0,2021-01-23 13:37:55,1,402.0
ID1267,Dan,Payment related,1,75.0,4.0,2021-01-23 14:13:55,1,120.0
ID1268,Martha,Streaming,0,,,2021-01-23 14:13:55,0,
ID1269,Dan,Technical Support,1,33.0,5.0,2021-01-23 14:52:48,1,66.0
ID1270,Becky,Technical Support,0,,,2021-01-23 14:52:48,0,
ID1271,Becky,Payment related,0,56.0,4.0,2021-01-23 16:01:55,1,118.0
ID1272,Martha,Admin Support,0,,,2021-01-23 16:01:55,0,
ID1273,Stewart,Contract related,0,31.0,3.0,2021-01-23 16:13:26,1,31.0
ID1274,Greg,Streaming,1,56.0,2.0,2021-01-23 16:13:26,1,80.0
ID1275,Jim,Payment related,1,53.0,4.0,2021-01-23 16:37:55,1,103.0
ID1276,Diane,Technical Support,1,12.0,3.0,2021-01-23 16:37:55,1,348.0
ID1277,Stewart,Streaming,1,53.0,3.0,2021-01-23 16:45:07,1,363.0
ID1278,Diane,Streaming,1,116.0,3.0,2021-01-23 16:45:07,1,298.0
ID1279,Joe,Payment related,1,19.0,4.0,2021-01-23 17:24:00,1,71.0
ID1280,Dan,Contract related,0,,,2021-01-23 17:24:00,0,
ID1281,Joe,Streaming,1,74.0,2.0,2021-01-23 17:41:17,1,354.0
ID1282,Greg,Streaming,1,85.0,3.0,2021-01-23 17:41:17,1,164.0
ID1283,Greg,Contract related,0,,,2021-01-23 17:44:10,0,
ID1284,Stewart,Payment related,0,,,2021-01-23 17:44:10,0,
ID1285,Dan,Payment related,0,,,2021-01-24 09:05:46,0,
ID1286,Diane,Streaming,1,48.0,2.0,2021-01-24 09:05:46,1,396.0
ID1287,Joe,Payment related,1,57.0,3.0,2021-01-24 09:05:46,1,272.0
ID1288,Jim,Admin Support,0,116.0,3.0,2021-01-24 09:05:46,1,309.0
ID1289,Greg,Admin Support,1,21.0,1.0,2021-01-24 09:12:58,1,50.0
ID1290,Martha,Contract related,1,87.0,3.0,2021-01-24 09:12:58,1,131.0
ID1291,Joe,Technical Support,1,42.0,3.0,2021-01-24 09:20:10,1,236.0
ID1292,Greg,Technical Support,1,86.0,1.0,2021-01-24 09:20:10,1,88.0
ID1293,Joe,Payment related,1,95.0,5.0,2021-01-24 09:24:29,1,185.0
ID1294,Joe,Contract related,0,,,2021-01-24 09:24:29,0,
ID1295,Jim,Technical Support,1,109.0,3.0,2021-01-24 09:54:43,1,347.0
ID1296,Greg,Payment related,0,,,2021-01-24 09:54:43,0,
ID1297,Greg,Admin Support,1,104.0,2.0,2021-01-24 10:03:22,1,335.0
ID1298,Martha,Payment related,1,123.0,1.0,2021-01-24 10:03:22,1,115.0
ID1299,Martha,Streaming,1,72.0,5.0,2021-01-24 10:04:48,1,311.0
ID1300,Jim,Technical Support,0,,,2021-01-24 10:04:48,0,
ID1301,Stewart,Contract related,0,28.0,4.0,2021-01-24 10:04:48,1,52.0
ID1302,Dan,Streaming,1,124.0,4.0,2021-01-24 10:04:48,1,193.0
ID1303,Jim,Payment related,1,16.0,4.0,2021-01-24 10:29:17,1,275.0
ID1304,Martha,Admin Support,0,,,2021-01-24 10:29:17,0,
ID1305,Joe,Admin Support,1,125.0,3.0,2021-01-24 10:32:10,1,31.0
ID1306,Becky,Contract related,0,,,2021-01-24 10:32:10,0,
ID1307,Dan,Contract related,1,61.0,3.0,2021-01-24 11:11:02,1,185.0
ID1308,Diane,Streaming,1,55.0,1.0,2021-01-24 11:11:02,1,390.0
ID1309,Becky,Technical Support,1,41.0,4.0,2021-01-24 11:42:43,1,234.0
ID1310,Greg,Contract related,1,81.0,3.0,2021-01-24 11:42:43,1,379.0
ID1311,Stewart,Contract related,1,112.0,3.0,2021-01-24 12:21:36,1,223.0
ID1312,Diane,Streaming,1,58.0,4.0,2021-01-24 12:21:36,1,259.0
ID1313,Jim,Streaming,0,61.0,5.0,2021-01-24 12:25:55,1,42.0
ID1314,Becky,Payment related,1,51.0,3.0,2021-01-24 12:25:55,1,404.0
ID1315,Jim,Streaming,1,102.0,4.0,2021-01-24 13:00:29,1,239.0
ID1316,Joe,Payment related,1,19.0,4.0,2021-01-24 13:00:29,1,343.0
ID1317,Dan,Streaming,1,33.0,2.0,2021-01-24 13:13:26,1,186.0
ID1318,Joe,Technical Support,1,113.0,3.0,2021-01-24 13:13:26,1,364.0
ID1319,Diane,Technical Support,1,28.0,5.0,2021-01-24 14:15:22,1,230.0
ID1320,Dan,Technical Support,1,46.0,1.0,2021-01-24 14:15:22,1,283.0
ID1321,Joe,Technical Support,1,76.0,3.0,2021-01-24 14:45:36,1,69.0
ID1322,Diane,Technical Support,1,124.0,2.0,2021-01-24 14:45:36,1,189.0
ID1323,Martha,Technical Support,1,96.0,2.0,2021-01-24 14:47:02,1,270.0
ID1324,Greg,Streaming,0,110.0,5.0,2021-01-24 14:47:02,1,303.0
ID1325,Dan,Payment related,1,116.0,5.0,2021-01-24 15:48:58,1,219.0
ID1326,Dan,Payment related,1,14.0,5.0,2021-01-24 15:48:58,1,371.0
ID1327,Stewart,Admin Support,1,53.0,4.0,2021-01-24 15:59:02,1,361.0
ID1328,Joe,Streaming,1,37.0,2.0,2021-01-24 15:59:02,1,289.0
ID1329,Greg,Admin Support,1,68.0,1.0,2021-01-24 16:01:55,1,43.0
ID1330,Greg,Streaming,1,43.0,3.0,2021-01-24 16:01:55,1,190.0
ID1331,Greg,Technical Support,1,19.0,3.0,2021-01-24 16:45:07,1,141.0
ID1332,Stewart,Technical Support,1,47.0,3.0,2021-01-24 16:45:07,1,266.0
ID1333,Becky,Contract related,0,,,2021-01-24 17:16:48,0,
ID1334,Greg,Payment related,1,84.0,4.0,2021-01-24 17:16:48,1,381.0
ID1335,Jim,Payment related,1,17.0,1.0,2021-01-24 17:25:26,1,155.0
ID1336,Becky,Payment related,1,116.0,4.0,2021-01-24 17:25:26,1,77.0
ID1337,Diane,Admin Support,1,22.0,4.0,2021-01-24 17:54:14,1,106.0
ID1338,Jim,Technical Support,1,10.0,4.0,2021-01-24 17:54:14,1,373.0
ID1339,Dan,Streaming,1,76.0,4.0,2021-01-25 09:15:50,1,92.0
ID1340,Joe,Payment related,1,104.0,4.0,2021-01-25 09:15:50,1,396.0
ID1341,Jim,Streaming,1,44.0,3.0,2021-01-25 09:25:55,1,410.0
ID1342,Jim,Admin Support,1,24.0,5.0,2021-01-25 09:25:55,1,220.0
ID1343,Dan,Technical Support,1,40.0,3.0,2021-01-25 09:33:07,1,417.0
ID1344,Becky,Payment related,1,57.0,4.0,2021-01-25 09:33:07,1,345.0
ID1345,Stewart,Technical Support,1,19.0,3.0,2021-01-25 09:37:26,1,383.0
ID1346,Martha,Streaming,1,55.0,3.0,2021-01-25 09:37:26,1,395.0
ID1347,Martha,Contract related,1,102.0,5.0,2021-01-25 10:10:34,1,313.0
ID1348,Joe,Payment related,0,123.0,3.0,2021-01-25 10:10:34,1,38.0
ID1349,Diane,Admin Support,0,,,2021-01-25 10:27:50,0,
ID1350,Joe,Contract related,0,,,2021-01-25 10:27:50,0,
ID1351,Joe,Streaming,1,115.0,4.0,2021-01-25 10:42:14,1,358.0
ID1352,Dan,Technical Support,1,53.0,5.0,2021-01-25 10:42:14,1,365.0
ID1353,Diane,Technical Support,1,61.0,5.0,2021-01-25 11:03:50,1,125.0
ID1354,Diane,Technical Support,1,99.0,5.0,2021-01-25 11:03:50,1,333.0
ID1355,Greg,Admin Support,0,,,2021-01-25 11:42:43,0,
ID1356,Greg,Payment related,0,57.0,3.0,2021-01-25 11:42:43,1,146.0
ID1357,Diane,Contract related,1,24.0,3.0,2021-01-25 11:48:29,1,283.0
ID1358,Stewart,Contract related,1,75.0,4.0,2021-01-25 11:48:29,1,103.0
ID1359,Joe,Contract related,1,72.0,4.0,2021-01-25 11:54:14,1,331.0
ID1360,Stewart,Payment related,1,73.0,4.0,2021-01-25 11:54:14,1,194.0
ID1361,Martha,Payment related,0,105.0,4.0,2021-01-25 11:54:14,1,185.0
ID1362,Greg,Technical Support,1,75.0,3.0,2021-01-25 11:54:14,1,225.0
ID1363,Becky,Payment related,1,29.0,4.0,2021-01-25 12:00:00,1,289.0
ID1364,Stewart,Technical Support,1,41.0,1.0,2021-01-25 12:00:00,1,103.0
ID1365,Martha,Admin Support,1,93.0,4.0,2021-01-25 12:10:05,1,191.0
ID1366,Jim,Admin Support,0,,,2021-01-25 12:10:05,0,
ID1367,Dan,Admin Support,1,73.0,3.0,2021-01-25 12:12:58,1,335.0
ID1368,Stewart,Streaming,0,,,2021-01-25 12:12:58,0,
ID1369,Greg,Payment related,1,112.0,4.0,2021-01-25 12:18:43,1,81.0
ID1370,Diane,Payment related,1,37.0,4.0,2021-01-25 12:18:43,1,339.0
ID1371,Greg,Contract related,1,59.0,5.0,2021-01-25 12:21:36,1,350.0
ID1372,Jim,Technical Support,0,,,2021-01-25 12:21:36,0,
ID1373,Becky,Technical Support,1,56.0,3.0,2021-01-25 12:21:36,1,83.0
ID1374,Greg,Contract related,1,56.0,3.0,2021-01-25 12:21:36,1,312.0
ID1375,Jim,Admin Support,0,,,2021-01-25 12:43:12,0,
ID1376,Stewart,Admin Support,1,43.0,5.0,2021-01-25 12:43:12,1,390.0
ID1377,Dan,Payment related,1,80.0,2.0,2021-01-25 12:53:17,1,369.0
ID1378,Jim,Admin Support,1,66.0,3.0,2021-01-25 12:53:17,1,363.0
ID1379,Becky,Contract related,1,54.0,3.0,2021-01-25 14:11:02,1,251.0
ID1380,Joe,Streaming,1,94.0,2.0,2021-01-25 14:11:02,1,303.0
ID1381,Becky,Streaming,0,,,2021-01-25 14:11:02,0,
ID1382,Martha,Streaming,1,24.0,4.0,2021-01-25 14:11:02,1,244.0
ID1383,Diane,Streaming,0,,,2021-01-25 14:12:29,0,
ID1384,Martha,Contract related,1,108.0,3.0,2021-01-25 14:12:29,1,396.0
ID1385,Joe,Payment related,1,106.0,3.0,2021-01-25 14:26:53,1,54.0
ID1386,Joe,Technical Support,0,,,2021-01-25 14:26:53,0,
ID1387,Becky,Payment related,1,111.0,3.0,2021-01-25 14:34:05,1,363.0
ID1388,Joe,Admin Support,1,56.0,3.0,2021-01-25 14:34:05,1,198.0
ID1389,Dan,Contract related,1,78.0,4.0,2021-01-25 15:04:19,1,310.0
ID1390,Stewart,Streaming,1,15.0,3.0,2021-01-25 15:04:19,1,130.0
ID1391,Becky,Payment related,0,,,2021-01-25 15:05:46,0,
ID1392,Martha,Streaming,1,50.0,3.0,2021-01-25 15:05:46,1,32.0
ID1393,Dan,Streaming,1,53.0,3.0,2021-01-25 15:20:10,1,228.0
ID1394,Joe,Technical Support,1,106.0,1.0,2021-01-25 15:20:10,1,395.0
ID1395,Diane,Admin Support,1,44.0,5.0,2021-01-25 15:51:50,1,357.0
ID1396,Becky,Contract related,0,,,2021-01-25 15:51:50,0,
ID1397,Greg,Admin Support,1,31.0,3.0,2021-01-25 15:53:17,1,293.0
ID1398,Joe,Admin Support,1,41.0,5.0,2021-01-25 15:53:17,1,302.0
ID1399,Becky,Streaming,1,109.0,3.0,2021-01-25 16:13:26,1,346.0
ID1400,Martha,Admin Support,1,13.0,3.0,2021-01-25 16:13:26,1,69.0
ID1401,Diane,Payment related,1,19.0,5.0,2021-01-25 17:32:38,1,398.0
ID1402,Stewart,Contract related,1,76.0,5.0,2021-01-25 17:32:38,1,344.0
ID1403,Becky,Contract related,1,86.0,4.0,2021-01-26 09:05:46,1,62.0
ID1404,Martha,Contract related,1,63.0,4.0,2021-01-26 09:05:46,1,145.0
ID1405,Dan,Payment related,1,113.0,5.0,2021-01-26 09:30:14,1,51.0
ID1406,Greg,Admin Support,1,84.0,3.0,2021-01-26 09:30:14,1,77.0
ID1407,Jim,Admin Support,0,41.0,4.0,2021-01-26 09:41:46,1,206.0
ID1408,Becky,Payment related,1,13.0,3.0,2021-01-26 09:41:46,1,233.0
ID1409,Stewart,Technical Support,0,,,2021-01-26 09:51:50,0,
ID1410,Jim,Payment related,1,79.0,3.0,2021-01-26 09:51:50,1,170.0
ID1411,Diane,Contract related,1,103.0,3.0,2021-01-26 10:27:50,1,151.0
ID1412,Diane,Contract related,1,68.0,3.0,2021-01-26 10:27:50,1,138.0
ID1413,Diane,Contract related,1,57.0,2.0,2021-01-26 10:40:48,1,329.0
ID1414,Stewart,Payment related,0,,,2021-01-26 10:40:48,0,
ID1415,Diane,Payment related,1,72.0,3.0,2021-01-26 10:50:53,1,91.0
ID1416,Stewart,Streaming,1,53.0,5.0,2021-01-26 10:50:53,1,352.0
ID1417,Becky,Contract related,1,16.0,1.0,2021-01-26 10:52:19,1,215.0
ID1418,Becky,Technical Support,1,77.0,3.0,2021-01-26 10:52:19,1,102.0
ID1419,Dan,Payment related,1,68.0,5.0,2021-01-26 10:59:31,1,408.0
ID1420,Dan,Streaming,1,50.0,4.0,2021-01-26 10:59:31,1,166.0
ID1421,Joe,Admin Support,0,,,2021-01-26 11:19:41,0,
ID1422,Dan,Payment related,1,68.0,3.0,2021-01-26 11:19:41,1,316.0
ID1423,Diane,Streaming,1,39.0,5.0,2021-01-26 11:47:02,1,232.0
ID1424,Diane,Contract related,1,78.0,4.0,2021-01-26 11:47:02,1,395.0
ID1425,Diane,Streaming,1,106.0,3.0,2021-01-26 12:48:58,1,112.0
ID1426,Becky,Streaming,0,,,2021-01-26 12:48:58,0,
ID1427,Dan,Admin Support,1,66.0,3.0,2021-01-26 12:50:24,1,44.0
ID1428,Greg,Technical Support,1,120.0,5.0,2021-01-26 12:50:24,1,261.0
ID1429,Stewart,Streaming,1,115.0,3.0,2021-01-26 12:56:10,1,147.0
ID1430,Stewart,Payment related,1,28.0,4.0,2021-01-26 12:56:10,1,277.0
ID1431,Dan,Streaming,1,57.0,3.0,2021-01-26 13:04:48,1,90.0
ID1432,Diane,Streaming,1,110.0,2.0,2021-01-26 13:04:48,1,317.0
ID1433,Dan,Technical Support,1,103.0,4.0,2021-01-26 13:04:48,1,171.0
ID1434,Jim,Technical Support,1,94.0,5.0,2021-01-26 13:04:48,1,372.0
ID1435,Jim,Streaming,1,61.0,5.0,2021-01-26 14:08:10,1,287.0
ID1436,Stewart,Streaming,0,,,2021-01-26 14:08:10,0,
ID1437,Jim,Streaming,1,77.0,2.0,2021-01-26 14:18:14,1,266.0
ID1438,Greg,Contract related,1,56.0,4.0,2021-01-26 14:18:14,1,224.0
ID1439,Diane,Admin Support,1,65.0,5.0,2021-01-26 14:26:53,1,402.0
ID1440,Becky,Technical Support,1,99.0,3.0,2021-01-26 14:26:53,1,342.0
ID1441,Diane,Admin Support,1,40.0,3.0,2021-01-26 14:51:22,1,288.0
ID1442,Stewart,Payment related,1,110.0,3.0,2021-01-26 14:51:22,1,320.0
ID1443,Diane,Admin Support,1,109.0,1.0,2021-01-26 15:15:50,1,52.0
ID1444,Martha,Contract related,1,116.0,3.0,2021-01-26 15:15:50,1,308.0
ID1445,Martha,Streaming,1,82.0,2.0,2021-01-26 15:21:36,1,138.0
ID1446,Greg,Contract related,1,65.0,4.0,2021-01-26 15:21:36,1,149.0
ID1447,Dan,Contract related,1,24.0,4.0,2021-01-26 15:25:55,1,209.0
ID1448,Diane,Payment related,1,125.0,5.0,2021-01-26 15:25:55,1,82.0
ID1449,Greg,Admin Support,1,87.0,5.0,2021-01-26 15:28:48,1,64.0
ID1450,Jim,Streaming,1,119.0,4.0,2021-01-26 15:28:48,1,43.0
ID1451,Diane,Contract related,1,94.0,4.0,2021-01-26 15:30:14,1,46.0
ID1452,Dan,Payment related,0,,,2021-01-26 15:30:14,0,
ID1453,Dan,Payment related,1,19.0,1.0,2021-01-26 15:37:26,1,337.0
ID1454,Dan,Contract related,1,68.0,3.0,2021-01-26 15:37:26,1,164.0
ID1455,Joe,Payment related,1,36.0,3.0,2021-01-26 16:00:29,1,382.0
ID1456,Martha,Payment related,1,50.0,4.0,2021-01-26 16:00:29,1,66.0
ID1457,Becky,Payment related,0,,,2021-01-26 16:06:14,0,
ID1458,Greg,Contract related,1,60.0,3.0,2021-01-26 16:06:14,1,134.0
ID1459,Becky,Contract related,1,38.0,1.0,2021-01-26 17:18:14,1,418.0
ID1460,Becky,Contract related,1,115.0,3.0,2021-01-26 17:18:14,1,375.0
ID1461,Dan,Streaming,1,82.0,1.0,2021-01-26 17:52:48,1,397.0
ID1462,Jim,Technical Support,1,34.0,2.0,2021-01-26 17:52:48,1,258.0
ID1463,Diane,Streaming,1,95.0,3.0,2021-01-27 09:10:05,1,175.0
ID1464,Diane,Contract related,1,13.0,5.0,2021-01-27 09:10:05,1,194.0
ID1465,Becky,Technical Support,1,22.0,3.0,2021-01-27 09:38:53,1,252.0
ID1466,Greg,Streaming,0,,,2021-01-27 09:38:53,0,
ID1467,Martha,Admin Support,1,86.0,1.0,2021-01-27 09:41:46,1,172.0
ID1468,Joe,Contract related,1,20.0,4.0,2021-01-27 09:41:46,1,263.0
ID1469,Greg,Payment related,0,,,2021-01-27 09:54:43,0,
ID1470,Martha,Contract related,1,36.0,4.0,2021-01-27 09:54:43,1,261.0
ID1471,Martha,Streaming,1,118.0,4.0,2021-01-27 09:57:36,1,207.0
ID1472,Stewart,Contract related,1,40.0,4.0,2021-01-27 09:57:36,1,246.0
ID1473,Jim,Contract related,1,97.0,4.0,2021-01-27 10:43:41,1,397.0
ID1474,Martha,Contract related,1,75.0,4.0,2021-01-27 10:43:41,1,170.0
ID1475,Dan,Technical Support,1,61.0,3.0,2021-01-27 11:09:36,1,159.0
ID1476,Dan,Streaming,1,125.0,5.0,2021-01-27 11:09:36,1,365.0
ID1477,Jim,Contract related,0,,,2021-01-27 12:40:19,0,
ID1478,Dan,Technical Support,1,33.0,5.0,2021-01-27 12:40:19,1,352.0
ID1479,Martha,Technical Support,0,,,2021-01-27 13:00:29,0,
ID1480,Martha,Streaming,1,50.0,5.0,2021-01-27 13:00:29,1,231.0
ID1481,Jim,Admin Support,1,114.0,3.0,2021-01-27 13:03:22,1,261.0
ID1482,Jim,Technical Support,0,,,2021-01-27 13:03:22,0,
ID1483,Dan,Streaming,1,58.0,4.0,2021-01-27 13:07:41,1,121.0
ID1484,Diane,Streaming,1,86.0,2.0,2021-01-27 13:07:41,1,207.0
ID1485,Dan,Streaming,1,45.0,5.0,2021-01-27 13:09:07,1,233.0
ID1486,Dan,Streaming,1,84.0,2.0,2021-01-27 13:09:07,1,153.0
ID1487,Diane,Contract related,1,15.0,2.0,2021-01-27 13:22:05,1,414.0
ID1488,Stewart,Admin Support,1,47.0,2.0,2021-01-27 13:22:05,1,247.0
ID1489,Dan,Payment related,1,27.0,3.0,2021-01-27 13:27:50,1,157.0
ID1490,Martha,Admin Support,1,49.0,4.0,2021-01-27 13:27:50,1,84.0
ID1491,Joe,Contract related,1,50.0,4.0,2021-01-27 13:52:19,1,105.0
ID1492,Greg,Streaming,1,87.0,2.0,2021-01-27 13:52:19,1,301.0
ID1493,Jim,Admin Support,1,87.0,3.0,2021-01-27 14:45:36,1,394.0
ID1494,Jim,Payment related,1,15.0,3.0,2021-01-27 14:45:36,1,358.0
ID1495,Dan,Technical Support,1,123.0,5.0,2021-01-27 14:54:14,1,409.0
ID1496,Becky,Payment related,1,32.0,3.0,2021-01-27 14:54:14,1,282.0
ID1497,Stewart,Payment related,1,10.0,5.0,2021-01-27 15:21:36,1,85.0
ID1498,Dan,Admin Support,1,19.0,2.0,2021-01-27 15:21:36,1,283.0
ID1499,Becky,Admin Support,1,10.0,5.0,2021-01-27 15:23:02,1,364.0
ID1500,Diane,Streaming,0,,,2021-01-27 15:23:02,0,
ID1501,Stewart,Streaming,1,112.0,4.0,2021-01-27 15:40:19,1,163.0
ID1502,Becky,Contract related,0,10.0,4.0,2021-01-27 15:40:19,1,222.0
ID1503,Jim,Admin Support,1,26.0,2.0,2021-01-27 16:00:29,1,116.0
ID1504,Martha,Admin Support,1,96.0,4.0,2021-01-27 16:00:29,1,389.0
ID1505,Dan,Payment related,1,99.0,3.0,2021-01-27 16:01:55,1,262.0
ID1506,Greg,Technical Support,0,,,2021-01-27 16:01:55,0,
ID1507,Jim,Admin Support,1,77.0,5.0,2021-01-27 16:10:34,1,195.0
ID1508,Joe,Admin Support,1,16.0,4.0,2021-01-27 16:10:34,1,321.0
ID1509,Martha,Contract related,1,100.0,4.0,2021-01-27 16:58:05,1,163.0
ID1510,Jim,Contract related,1,27.0,3.0,2021-01-27 16:58:05,1,309.0
ID1511,Becky,Payment related,1,31.0,1.0,2021-01-27 17:00:58,1,267.0
ID1512,Joe,Contract related,1,33.0,2.0,2021-01-27 17:00:58,1,392.0
ID1513,Jim,Streaming,1,107.0,4.0,2021-01-27 17:12:29,1,187.0
ID1514,Dan,Payment related,1,77.0,3.0,2021-01-27 17:12:29,1,364.0
ID1515,Jim,Streaming,1,28.0,5.0,2021-01-27 17:18:14,1,184.0
ID1516,Greg,Contract related,0,,,2021-01-27 17:18:14,0,
ID1517,Jim,Contract related,1,93.0,4.0,2021-01-27 17:42:43,1,56.0
ID1518,Martha,Technical Support,0,,,2021-01-27 17:42:43,0,
ID1519,Jim,Streaming,1,46.0,5.0,2021-01-28 09:04:19,1,267.0
ID1520,Joe,Streaming,1,14.0,3.0,2021-01-28 09:04:19,1,341.0
ID1521,Greg,Admin Support,1,58.0,3.0,2021-01-28 09:11:31,1,297.0
ID1522,Martha,Payment related,1,61.0,3.0,2021-01-28 09:11:31,1,316.0
ID1523,Martha,Payment related,1,38.0,4.0,2021-01-28 09:12:58,1,384.0
ID1524,Martha,Payment related,1,39.0,3.0,2021-01-28 09:12:58,1,336.0
ID1525,Stewart,Technical Support,1,87.0,4.0,2021-01-28 09:46:05,1,94.0
ID1526,Stewart,Technical Support,1,26.0,2.0,2021-01-28 09:46:05,1,115.0
ID1527,Greg,Technical Support,0,120.0,4.0,2021-01-28 10:04:48,1,87.0
ID1528,Dan,Payment related,1,123.0,4.0,2021-01-28 10:04:48,1,117.0
ID1529,Diane,Contract related,1,48.0,3.0,2021-01-28 10:40:48,1,91.0
ID1530,Diane,Streaming,0,58.0,1.0,2021-01-28 10:40:48,1,155.0
ID1531,Martha,Contract related,1,90.0,3.0,2021-01-28 10:52:19,1,285.0
ID1532,Dan,Payment related,1,104.0,5.0,2021-01-28 10:52:19,1,371.0
ID1533,Stewart,Streaming,1,41.0,4.0,2021-01-28 11:06:43,1,188.0
ID1534,Greg,Technical Support,1,26.0,5.0,2021-01-28 11:06:43,1,107.0
ID1535,Becky,Payment related,1,66.0,4.0,2021-01-28 11:21:07,1,344.0
ID1536,Becky,Admin Support,1,65.0,5.0,2021-01-28 11:21:07,1,111.0
ID1537,Becky,Admin Support,1,22.0,3.0,2021-01-28 11:29:46,1,302.0
ID1538,Joe,Streaming,0,96.0,1.0,2021-01-28 11:29:46,1,234.0
ID1539,Diane,Technical Support,1,101.0,4.0,2021-01-28 11:54:14,1,285.0
ID1540,Becky,Admin Support,1,124.0,4.0,2021-01-28 11:54:14,1,98.0
ID1541,Dan,Contract related,1,28.0,3.0,2021-01-28 11:55:41,1,325.0
ID1542,Becky,Contract related,1,90.0,3.0,2021-01-28 11:55:41,1,229.0
ID1543,Martha,Contract related,1,111.0,5.0,2021-01-28 12:46:05,1,235.0
ID1544,Becky,Streaming,1,123.0,4.0,2021-01-28 12:46:05,1,41.0
ID1545,Jim,Contract related,0,,,2021-01-28 13:00:29,0,
ID1546,Dan,Streaming,1,101.0,4.0,2021-01-28 13:00:29,1,322.0
ID1547,Joe,Admin Support,1,44.0,5.0,2021-01-28 13:17:46,1,129.0
ID1548,Stewart,Streaming,1,10.0,3.0,2021-01-28 13:17:46,1,111.0
ID1549,Diane,Streaming,1,45.0,1.0,2021-01-28 13:19:12,1,206.0
ID1550,Stewart,Technical Support,1,24.0,4.0,2021-01-28 13:19:12,1,136.0
ID1551,Joe,Payment related,1,70.0,1.0,2021-01-28 14:18:14,1,353.0
ID1552,Martha,Streaming,1,101.0,5.0,2021-01-28 14:18:14,1,352.0
